Post No,Index No,Organization,Requisition No,Position Grade,No of Applications Submitted,Internal / External,Post title,Vacancy Year
ZZSKOR,RKAFKZ,UNICEF,523665,A7,44,Internal,Senior Fundraising Associate,2019
ZZSKDP,OAAFAF,UNICEF,525798,A9,24,Internal,Budget Officer,2019
ZZSFZK,KPZZPKPP,UNICEF,525796,A13,3,External,Driver,2019
ZZSFZF,KPZZPKPS,UNICEF,525796,A13,3,External,Driver,2019
ZZSFKK,OPXRDX,UNICEF,522842,A13,80,External,WASH Officer,2019
ZZSFAR,KZAXOS,UNICEF,521043,A14,94,External,Public Partnership Specialist,2019
ZZSFRO,FAZDOX,UNICEF,522842,A13,80,Internal,WASH Officer,2019
ZZSFD,OXSOAA,UNICEF,507850,A14,2,Internal,Information Comm. Technology Specialist,2017
ZZSFPZ,APPPOX,UNICEF,523631,A9,69,External,Early Childhood Development Officer,2019
ZZSAZO,ARZFXO,UNICEF,520728,A15,121,External,Contracts Specialist,2019
ZZSAXP,KOSPRZ,UNICEF,523733,A9,52,Internal,Partnerships Officer,2019
ZZSAOZ,KAXDZK,UNICEF,523745,A9,180,External,Information Management Officer,2019
ZZSAOR,OZKPKZ,UNICEF,525299,A9,66,External,Programme Officer,2019
ZZSAOD,KFZZSR,UNICEF,524135,A9,272,External,Reports Officer,2019
ZZSADD,FRSPRZ,UNICEF,523940,A9,156,Internal,Budget Officer,2019
ZZSRSZ,FKDZXX,UNICEF,524192,A6,88,External,Administrative & Finance Associate,2019
ZZSDZO,DRXAKA,UNICEF,523686,A15,18,Internal,Health Specialist,2019
ZZSDZF,KPZZPZRK,UNICEF,525578,A14,102,External,Communication Specialist,2019
ZZSDFK,XXZOAO,UNICEF,525483,A15,131,Internal,Communication for Development Manager,2019
ZZSDFR,KFARXO,UNICEF,523682,A8,17,External,Fund Raising Officer,2019
ZZSDFP,FDOASO,UNICEF,520728,A15,121,External,Contracts Specialist,2019
ZZSPDA,KPZZPKXS,UNICEF,521919,A16,141,External,Programme Assistant,2019
ZZZSSO,PSZFDO,UNICEF,523464,A16,56,Internal,Senior Adviser Communication for Develop,2019
ZZZSSK,DFSODD,UNICEF,523477,A15,49,External,Communication for Development Manager,2019
ZZZSSF,PKPPDR,UNICEF,523455,A15,35,External,Child Protection Manager,2019
ZZZSSD,OFOPZ,UNICEF,523460,A15,173,Internal,Programme & Planning Manager,2019
ZZZSSP,KRZFZR,UNICEF,523489,A14,62,External,Budget Specialist,2019
ZZZSZS,KPZZSZOF,UNICEF,523465,A15,24,External,Programme Manager,2019
ZZZSZZ,KPZZSSZX,UNICEF,523461,A15,55,External,WASH Manager,2019
ZZZSZO,KPZZPZZO,UNICEF,523482,A10,57,External,Health Specialist,2019
ZZZSZK,RDKOAR,UNICEF,523480,A14,65,Internal,Communication for Development Specialist,2019
ZZZSZK,FKAKFR,UNICEF,523480,A14,65,Internal,Communication for Development Specialist,2019
ZZZSZF,KPZZSDZK,UNICEF,523458,A14,126,External,WASH Specialist,2019
ZZZSZR,KPZZSOOS,UNICEF,523438,A14,102,External,Information Management Specialist,2019
ZZZSZD,RSFFAX,UNICEF,523485,A15,154,Internal,Health Manager,2019
ZZZSZP,KPZZPFKD,UNICEF,523435,A14,60,External,Nutrition Specialist,2019
ZZZSXZ,FFSXSK,UNICEF,523463,A14,68,Internal,Programme Specialist,2019
ZZZSXK,SZOZXX,UNICEF,525220,A15,118,Internal,Coordinator,2019
ZZZSXF,ASSFSX,UNICEF,525218,A14,101,Internal,Emergency Manager,2019
ZZZSXD,ASPSPZ,UNICEF,523450,A14,46,Internal,Operations Specialist,2019
ZZZSOS,OPXKSF,UNICEF,523449,A14,48,External,Operations Specialist,2019
ZZZSOZ,KPZZSFKD,UNICEF,523482,A10,57,External,Health Specialist,2019
ZZZSAZ,OZXDXR,UNICEF,522211,A14,132,Internal,Staff Counsellor,2019
ZZZSAX,SDSXKP,UNICEF,524071,A14,18,External,Human Resources Specialist,2019
ZZZSAO,KXFAXF,UNICEF,524072,A13,34,Internal,Human Resources Officer,2019
ZZZZZA,FDXFA,UNICEF,522660,A14,103,Internal,Nutrition Specialist,2019
ZKSPS,XAOPRF,UNICEF,502840,A14,64,Internal,Operations Manager,2017
ZKSPK,KPOSXR,UNICEF,519817,A6,2,Internal,Executive Associate,2019
ZKZSA,OPRAOR,UNICEF,495818,A14,101,Internal,Information Comm. Technology Specialist,2016
ZKZZZ,RZKRRK,UNICEF,521683,A9,122,Internal,Human Resources Officer,2019
ZKZZA,RAFXPO,UNICEF,499954,A6,5,Internal,Senior Executive Associate,2016
ZKZZR,FDRDAD,UNICEF,505433,A16,180,External,Executive Assistant,2017
ZKZXK,OORXKR,UNICEF,507724,A10,12,Internal,Communication Specialist,2017
ZKZXF,DDRKKO,UNICEF,515830,A16,6,Internal,Chief,2018
ZKZXF,AADKRD,UNICEF,515830,A16,6,Internal,Chief,2018
ZKZXA,OKZOXF,UNICEF,510720,A16,12,Internal,Chief,2018
ZKZFD,RADRDK,UNICEF,506241,A16,139,External,Administrative Assistant,2017
ZKZAO,FFPFOS,UNICEF,515461,A16,91,Internal,Operations Assistant,2018
ZKZPZ,RZZAP,UNICEF,501605,A7,94,Internal,Senior Supply Associate,2016
ZKZPZ,FFRAPK,UNICEF,515374,A7,234,Internal,Senior Supply Associate,2018
ZKXZD,SFZSKO,UNICEF,519249,A6,172,Internal,Operations Associate,2019
ZKXXR,RAOZZO,UNICEF,506911,A7,1,Internal,Senior Human Resources Associate,2016
ZKXXD,OXRORK,UNICEF,504408,A7,1,Internal,Senior Human Resources Associate,2016
ZKXKD,KPZZZDAO,UNICEF,507006,A16,293,External,Administrative Assistant,2017
ZKXFR,KRZOKA,UNICEF,501546,A16,79,External,Human Resources Assistant,2016
ZKOSR,OOOZOS,UNICEF,496145,A6,175,Internal,Accounting & Finance Associate,2016
ZKOSP,OSAZAA,UNICEF,496131,A6,229,Internal,Accounting & Finance Associate,2016
ZKOXK,APORKZ,UNICEF,506664,A16,105,Internal,Programme Assistant,2017
ZKOKD,OAZSFO,UNICEF,496329,A6,106,Internal,Procurement Associate,2016
ZKOAX,DSPFOO,UNICEF,496654,A16,124,Internal,Chief Child Protection,2017
ZKOAO,AFKDRX,UNICEF,521183,A6,19,External,Supply Associate,2019
ZKODS,KPZZZPRZ,UNICEF,510080,A16,73,External,Programme Assistant,2018
ZKODK,DROKXF,UNICEF,501752,A15,106,Internal,Chief,2016
ZKKZZ,SXAPDP,UNICEF,514159,A6,55,Internal,Programme Associate,2018
ZKKZK,KPZZZXPZ,UNICEF,513265,A15,163,External,Health Specialist,2018
ZKKKS,RZOPS,UNICEF,504077,A6,17,External,Programme Associate,2017
ZKKKX,OZPKRR,UNICEF,507333,A17,1276,External,Associate Director,2017
ZKKFX,FKZFAS,UNICEF,519141,A7,5,Internal,Senior Executive Associate,2019
ZKKFF,XXDRXF,UNICEF,501340,A7,355,Internal,Senior Human Resources Associate,2016
ZKKRD,ORAAXZ,UNICEF,519255,A7,94,Internal,Senior Executive Associate,2019
ZKKPR,KPZZSRXK,UNICEF,515581,A10,69,External,Nutrition Specialist,2018
ZKFXD,KPFPOD,UNICEF,526137,A10,5,Internal,Education Specialist,2019
ZKFOD,PPPOFR,UNICEF,510230,A6,62,Internal,Programme Associate,2018
ZKFAP,KPZZZFDK,UNICEF,510208,A16,132,External,Chief of Communication,2018
ZKFRA,KPZZSARP,UNICEF,516839,A6,73,External,Senior Executive Associate,2018
ZKADZ,KPZZZFPS,UNICEF,510561,A9,188,External,Supply & Logistics Officer,2018
ZKRZX,XXDPRX,UNICEF,519881,A6,53,Internal,Programme Associate,2019
ZKRFA,OPOFPF,UNICEF,509944,A16,82,External,Chief Social Policy,2018
ZKRA,KDAZXO,UNICEF,495833,A16,137,Internal,Representative,2016
ZKRAK,AASZKP,UNICEF,496418,A10,416,External,Planning & Monitoring Specialist,2016
ZKDSK,SXAKOX,UNICEF,507817,A15,3,Internal,Chief Nutrition,2017
ZKDOK,PZXROP,UNICEF,498973,A16,73,Internal,Deputy Representative,2016
ZKDAD,KPFKDD,UNICEF,504764,A10,155,External,WASH Specialist,2017
ZKDRP,KKRKOX,UNICEF,509461,A10,22,External,Monitoring & Evaluation Specialist,2018
ZKPZ,XKXXZZ,UNICEF,508074,A16,108,Internal,Area Representative,2017
ZKPXA,KSDXXF,UNICEF,498835,A10,30,External,Health Specialist,2016
ZKPKZ,SSZPKD,UNICEF,522495,A10,3,Internal,Communication Specialist,2019
ZFSSA,DXFKOK,UNICEF,519719,A14,25,Internal,Supply & Logistics Specialist,2019
ZRODS,FARSZR,UNICEF,504360,A16,58,External,Programme Assistant,2017
ZRKZ,DZDZSK,UNICEF,493757,A16,107,Internal,Deputy Representative,2016
ZRKZ,FPFKOA,UNICEF,520173,A16,110,Internal,Deputy Representative,2019
ZRKZA,FOODRD,UNICEF,508266,A14,4,Internal,Planning & Monitoring Specialist,2017
ZRKFZ,KROORZ,UNICEF,494428,A16,53,External,Reg Chief of Private Sector Fundraising,2016
ZRKR,ODDDRS,UNICEF,520729,A14,18,Internal,Finance Specialist,2019
ZRKR,OOPADX,UNICEF,504552,A14,12,Internal,Finance Specialist,2017
ZRKPP,SDOZZA,UNICEF,495751,A9,48,External,Information Comm. Technology Officer,2017
ZRFZK,OPORRK,UNICEF,507854,A16,8,Internal,Senior Health Specialist,2017
ZRFRP,SOSPR,UNICEF,496044,A14,120,Internal,Programme Manager,2016
ZRAA,OSFDKD,UNICEF,499632,A6,59,External,Senior Executive Associate,2016
ZRARD,AXFFOP,UNICEF,499186,A6,110,Internal,Programme Associate,2016
ZRADD,OPFDKA,UNICEF,510577,A10,21,External,Health & Nutrition Specialist,2018
ZRROR,KPZZSPOR,UNICEF,521159,A6,311,External,Programme Associate,2019
ZRRR,XAKSZK,UNICEF,504031,A16,119,Internal,Senior Adviser,2017
ZRRDO,SZAKDF,UNICEF,499331,A16,26,Internal,Programme Assistant,2016
ZRRPZ,SFFXKK,UNICEF,519726,A6,47,Internal,Supply & Logistics Associate,2019
ZRDZA,KPZZZSOS,UNICEF,505567,A16,144,External,Programme Assistant,2017
ZRDXS,RSOFKK,UNICEF,516591,A15,7,Internal,Chief Health and Nutrition,2018
ZRDOX,XSDOAR,UNICEF,521248,A11,36,Internal,Child Protection Manager,2019
ZRDOO,AFZKKP,UNICEF,501958,A14,234,Internal,Supply & Logistics Specialist,2017
ZRDOO,OZAPRR,UNICEF,522464,A14,204,External,Supply & Logistics Specialist,2019
ZRDKO,XRFKFD,UNICEF,501141,A15,126,External,Coordinator,2016
ZRPSK,XXOFDR,UNICEF,499280,A15,74,Internal,Chief Nutrition,2016
ZRPSF,OSKKRD,UNICEF,502289,A10,220,External,Education Specialist,2017
ZRPD,FPOKOX,UNICEF,499509,A6,173,External,Executive Associate,2016
ZRPDS,RKRKSZ,UNICEF,507757,A15,1,Internal,Chief Child Protection,2017
ZRPDO,PZKDSS,UNICEF,513825,A10,54,External,Chief Field Office,2018
ZRPDF,FDSDOF,UNICEF,510285,A14,139,Internal,Chief Field Office,2018
ZRPPP,OKSKFA,UNICEF,496258,A10,50,External,Child Protection Specialist,2016
ZDSZ,KPZZZSOO,UNICEF,504733,A14,14,External,Senior Driver,2017
ZDSZD,PXAXD,UNICEF,498696,A15,2,Internal,Chief Child Protection,2016
ZDSXO,SAXDAX,UNICEF,519218,A13,94,External,Driver,2019
ZDSK,SZDDZS,UNICEF,518067,A14,20,Internal,Senior Driver,2018
ZDSFO,RRRSP,UNICEF,494413,A15,67,Internal,Chief Child Protection,2016
ZDSRX,SXZDK,UNICEF,517502,A15,137,Internal,Deputy Representative,2018
ZDSDO,PXXZDO,UNICEF,502484,A14,141,Internal,Communication Specialist,2017
ZDSDK,KPZZPOZD,UNICEF,520324,A9,141,External,Technology for Development Officer,2019
ZDSDP,KPZZZPFZ,UNICEF,509239,A14,215,External,Human Resources Specialist,2017
ZDSPP,FRAOSS,UNICEF,513711,A16,446,External,Administrative Assistant,2018
ZDZSD,XXFOXK,UNICEF,496700,A16,74,External,Programme Assistant,2016
ZDZZS,RAPRZZ,UNICEF,495992,A14,217,External,Programme Manager,2016
ZDZZZ,SZSPXAKP,UNICEF,513742,A9,89,External,Operations Officer,2018
ZDZZF,OAZAPX,UNICEF,502386,A16,398,External,Programme Assistant,2017
ZDZXA,OSFSOR,UNICEF,505973,A14,1,External,Operations Manager,2018
ZDZOO,KPZZPAPD,UNICEF,521544,A10,74,External,Child Protection Specialist,2019
ZDZKF,KAPZSP,UNICEF,522030,A6,6,Internal,Programme Associate,2019
ZDZFP,KPZZSAFD,UNICEF,516462,A8,102,External,Information Management Officer,2018
ZDZAX,KXAARS,UNICEF,517545,A16,184,Internal,Help Desk Assistant,2018
ZDZRS,KPZZPFRO,UNICEF,522330,A6,76,External,Senior Executive Associate,2019
ZDZRF,FXOXOS,UNICEF,517633,A15,18,Internal,Deputy Representative,2018
ZDZP,SSPRFP,UNICEF,519920,A9,659,Internal,Administrative Officer,2019
XSOZF,OSSFAF,UNICEF,516906,A16,128,Internal,Programme Assistant,2018
XSOOP,KPZZZPSR,UNICEF,507502,A16,192,External,Programme Assistant,2017
XSKXD,XXPZXX,UNICEF,498018,A16,97,External,Programme Assistant,2016
XSKDS,KADOXS,UNICEF,501113,A15,124,Internal,Deputy Representative,2017
XSKDZ,OODKSA,UNICEF,515290,A15,127,Internal,Deputy Representative,2018
XSKPA,FOKDKR,UNICEF,516418,A10,35,Internal,Health Specialist,2018
XSKPA,KPZZPOAR,UNICEF,519179,A10,78,External,Health Specialist,2019
XSFSZ,SZSFXZ,UNICEF,502293,A15,150,Internal,Chief Child Protection,2017
XSFZO,SODXZ,UNICEF,493968,A16,26,External,Senior Immunization Specialist,2016
XSFZF,ORAFKF,UNICEF,517604,A16,5,Internal,Regional Adviser Education,2018
XSFZA,ORKAXD,UNICEF,503790,A16,121,Internal,Regional Adviser Communication for Devel,2017
XSFZR,KPZZSAXP,UNICEF,517223,A15,94,External,Health Specialist,2018
XSFXS,AKRDAA,UNICEF,498657,A16,49,Internal,Regional Adviser HIV/AIDS,2016
XSFXS,OKROOK,UNICEF,498657,A16,49,Internal,Regional Adviser HIV/AIDS,2016
XSFXZ,FOZRRO,UNICEF,510442,A15,87,Internal,Programme & Planning Manager,2018
XSFXA,SAROOF,UNICEF,520501,A16,150,Internal,Senior Specialist,2019
XSFR,AAKARA,UNICEF,498264,A7,53,Internal,Senior Administrative Associate,2016
XSAKA,XXSRRF,UNICEF,505852,A16,73,Internal,Regional Chief of Programme & Planning,2017
XSAFF,KZFRXP,UNICEF,504312,A9,35,External,HIV/AIDS Officer,2017
XSAFD,XOZKDA,UNICEF,499096,A16,60,External,Programme Associate,2016
XSARX,FRZDXD,UNICEF,506013,A16,1,External,Programme Assistant,2017
XSRZA,DASKOA,UNICEF,508975,A15,62,External,Child Protection Specialist,2017
XSROO,SSSKSR,UNICEF,510126,A10,11,Internal,Education Specialist,2018
XSRRX,SADKSS,UNICEF,494017,A14,109,Internal,Operations Manager,2016
XSRPK,XRPDFS,UNICEF,521685,A16,59,Internal,Regional Chief of Emergency,2019
XSDZ,FXKZRX,UNICEF,504920,A6,320,External,Finance Associate,2017
XSDO,XPAXSP,UNICEF,507794,A6,171,Internal,Finance Associate,2018
XSDOR,DZPADA,UNICEF,517330,A15,2,Internal,Chief Child Protection,2018
XSDFX,PDOPOZ,UNICEF,510684,A9,10,Internal,Child Protection Officer,2018
XSDRP,KRRDXO,UNICEF,511047,A14,31,Internal,Administrative Specialist,2018
XSDPZ,KPZZZDXO,UNICEF,509057,A10,60,External,Education Specialist,2017
XSDPD,FKXKOF,UNICEF,499821,A16,411,External,Supply Assistant,2016
XSPZX,FARAXS,UNICEF,512575,A6,560,External,Supply & Shipping Associate,2018
XSPX,FXRPZD,UNICEF,504620,A7,162,Internal,Senior Supply Associate,2017
XSPXZ,FSSFPO,UNICEF,505281,A16,76,Internal,Chief Education,2017
XSPDX,OOSOAK,UNICEF,497970,A15,179,Internal,Human Resources Manager,2016
XSPDF,DPFFDO,UNICEF,516884,A15,5,Internal,Child Protection Specialist,2018
XSPDF,FPSODK,UNICEF,494357,A15,72,Internal,Child Protection Specialist,2016
XSPPX,FARKRS,UNICEF,517901,A10,127,Internal,Education Specialist,2018
XSPPO,KPZZPKXF,UNICEF,521545,A16,168,External,Programme Assistant,2019
XZSSZ,PSZRXO,UNICEF,496220,A9,43,Internal,Child Protection Officer,2016
XZSSZ,KPZZSDDP,UNICEF,514027,A9,119,External,Child Protection Officer,2018
XZSXZ,OZKZKX,UNICEF,519373,A15,78,Internal,Chief Social Policy,2019
XZSXX,PPXAFX,UNICEF,510488,A15,57,Internal,Chief Communication for Development,2018
XZSXD,RKFPDF,UNICEF,507965,A15,2,Internal,Chief Education,2017
XZSKO,ROFPPD,UNICEF,494630,A15,366,Internal,Chief Field Office,2016
XZSRX,PAKPKX,UNICEF,510698,A16,1,Internal,Chief Education,2018
XZZSS,FRROSF,UNICEF,510781,A15,136,Internal,Administrative Assistant,2018
XZZKO,XKXPPK,UNICEF,499627,A9,72,Internal,Supply & Logistics Officer,2016
XZZAP,OPFKAS,UNICEF,513473,A9,183,External,Child Protection Officer,2018
XZX,RDSRDD,UNICEF,525486,A14,24,Internal,Business Analyst ,2019
XZXOS,KPZZPPSZ,UNICEF,518065,A13,64,External,Driver,2018
KXSAD,DDFRPF,UNICEF,501210,A14,9,Internal,Receptionist,2016
KXSDO,RROF,UNICEF,498760,A15,115,Internal,Chief Field Services,2016
KXSDK,SDDDFK,UNICEF,494281,A15,73,Internal,Maternal & Child Health Specialist,2016
KXSDA,AFZDAX,UNICEF,517339,A9,115,External,Health Officer,2018
KXSPS,XAOFFZ,UNICEF,496494,A14,128,External,Child Protection Specialist,2016
KXSPZ,OSOZX,UNICEF,506018,A10,24,Internal,Child Protection Specialist,2017
KXSPF,KPZZZARD,UNICEF,510436,A9,82,External,Supply Officer,2018
KXSPR,RKXRKD,UNICEF,508296,A6,94,Internal,Information Comm. Technology Associate,2017
KXZSK,FDZKKR,UNICEF,499033,A10,26,Internal,Health Specialist,2016
KXZSR,XAOAPZ,UNICEF,502240,A6,460,External,Programme Associate,2017
KXZDO,OPSXKO,UNICEF,504776,A9,204,External,Child Protection Officer,2017
KXXDS,ASRRAZ,UNICEF,499157,A6,240,External,Programme Associate,2016
KXXDO,FDFDDF,UNICEF,502205,A15,146,External,Administrative Assistant,2017
KXOZA,KKPFSO,UNICEF,504099,A6,187,External,Programme Associate,2017
KXOKK,FDOSPF,UNICEF,501639,A6,75,External,Procurement & Administrative Associate,2016
KXOKD,KPZZZDSK,UNICEF,508712,A9,40,External,Social Policy Officer,2017
KXORX,FZDFFD,UNICEF,508510,A10,25,External,Child Protection Specialist,2017
KXOPS,SAOSRP,UNICEF,509886,A15,92,External,Child Protection Manager,2018
KXOPD,DFPORX,UNICEF,514311,A9,87,External,Planning & Monitoring Officer,2018
KXOPD,OSXDXS,UNICEF,496813,A9,85,External,Planning & Monitoring Officer,2016
KXOPP,XPXKDR,UNICEF,499392,A10,38,External,Immunization Specialist,2016
KXKXS,FRRRPX,UNICEF,508088,A14,1,Internal,Child Protection Specialist,2017
KXKXK,KADXPD,UNICEF,517699,A16,156,External,Supply & Logistics Assistant,2018
KXFSO,FAOOSO,UNICEF,499074,A9,91,External,Field Support Officer,2016
KXAS,KDZRPZ,UNICEF,517835,A16,5,Internal,Senior Adviser Education,2018
KXRA,DZFXZX,UNICEF,501466,A16,66,Internal,Representative,2016
KXRD,DPKXKA,UNICEF,508048,A15,15,Internal,Deputy Representative,2017
KOSA,XAAZPZ,UNICEF,506089,A16,44,Internal,Executive Assistant,2017
KOXSZ,KSZDPZ,UNICEF,504870,A10,27,External,Operations Manager,2017
KOXXA,ASXKK,UNICEF,511066,A15,321,Internal,Health Manager,2018
KOXXD,KKKKFZ,UNICEF,497977,A15,84,Internal,Child Protection Specialist,2016
KOXFS,FPRZAP,UNICEF,495958,A9,142,Internal,Human Resources Officer,2016
KOXD,ODFZPA,UNICEF,500005,A6,200,External,Finance Associate,2016
KOOSS,FFDFKF,UNICEF,502197,A13,31,External,Driver,2017
KOOSX,KXOAXD,UNICEF,496171,A14,104,External,Finance Manager,2017
KOOZZ,ASZARX,UNICEF,496586,A15,103,Internal,Deputy Representative,2016
KOOZK,XRSKAS,UNICEF,504860,A10,60,Internal,Operations Manager,2017
KOOXO,FOOOPR,UNICEF,516871,A16,107,External,Accounting & Finance Assistant,2018
KOOKA,PARKAO,UNICEF,495738,A16,96,Internal,Chief WASH,2016
KOOKA,KDZFFZ,UNICEF,517562,A16,60,Internal,Chief WASH,2018
KOORP,FARPXP,UNICEF,502185,A15,214,External,Communication Specialist,2017
KOODA,KZAFXS,UNICEF,502385,A16,126,External,Senior HIV/AIDS Specialist,2017
KOOPZ,KAKRFX,UNICEF,494111,A14,99,External,Corporate Research Specialist,2016
KOOPK,OPXXZX,UNICEF,501481,A16,123,External,Regional Adviser Maternal & Child Health,2017
KOKSS,APORDX,UNICEF,519479,A16,120,Internal,Regional Adviser Social Policy,2019
KOKZA,OPOZDZ,UNICEF,498794,A15,87,Internal,Contracts Manager,2016
KOKZR,KPZZSZXA,UNICEF,513681,A6,83,External,Technical Associate,2018
KOKOZ,AXAOOZ,UNICEF,493789,A14,45,Internal,Technical Specialist,2016
KOKOX,XFSRZA,UNICEF,498787,A16,50,External,Technical Assistant,2016
KOKOP,OPRXPZ,UNICEF,504906,A6,5,Internal,Statistics & Monitoring Associate,2017
KOKKO,KPZZSKZZ,UNICEF,516117,A15,214,External,Administrative Manager,2018
FZRAZ,KPZZZKSZ,UNICEF,508791,A8,66,External,Operations Officer,2017
FZRAX,PSKOP,UNICEF,502718,A10,35,External,Child Survival & Development Specialist,2017
FZRAF,FKKXXO,UNICEF,519006,A9,53,External,Education Officer,2019
FZRAA,FKFAOA,UNICEF,501746,A9,67,External,Education Officer,2017
FZRR,FXPSDF,UNICEF,515838,A15,12,Internal,Chief WASH,2018
FZRDA,XAOAZA,UNICEF,510549,A16,71,Internal,Chief of Communication,2018
FZRPX,OPKXXR,UNICEF,498759,A15,46,Internal,Deputy Representative,2016
FZDZF,KKKZXO,UNICEF,496480,A16,112,External,Regional Chief of Human Resources,2016
FZDZR,SPDDOX,UNICEF,520724,A16,219,Internal,Regional Chief of Info Comm Technology,2019
FZDXF,KPZZZPRZ,UNICEF,521028,A6,31,Internal,Research Associate,2019
FZDXF,KPOSXR,UNICEF,502250,A6,56,External,Research Associate,2017
FZDFK,KKFFPO,UNICEF,504844,A9,196,External,Finance Officer,2017
FZDFA,FSXZFK,UNICEF,521345,A6,125,External,Administrative Assistant,2019
FZDRO,PDDDRA,UNICEF,502638,A16,292,External,Security Adviser,2017
FZDRK,FAFDOF,UNICEF,495994,A15,121,Internal,Logistics Specialist,2016
FZDRK,ODOAXA,UNICEF,508789,A15,386,Internal,Logistics Specialist,2017
FZDDO,KPZZPDFK,UNICEF,519393,A9,49,External,Communication Officer,2019
FZPSS,KPZZPPDX,UNICEF,520007,A6,19,External,Administrative Associate,2019
FZPSP,KPZZZXAZ,UNICEF,512328,A9,17,External,Child Protection Officer,2018
FZPZS,KPZZSASP,UNICEF,509112,A9,192,External,Education Officer,2018
FZPX,RZROKF,UNICEF,509302,A15,8,Internal,Chief Education,2017
FZPOF,RPSOSR,UNICEF,502792,A10,52,Internal,WASH Specialist,2017
FZPOA,KFRDFO,UNICEF,519816,A10,28,Internal,Nutrition Specialist,2019
FZPKR,AXKADF,UNICEF,512271,A8,352,Internal,Administrative Officer,2018
FZPFS,KPZZZXKF,UNICEF,513051,A13,58,External,Driver,2018
FZPFA,KDXSSK,UNICEF,512849,A10,81,Internal,Health Specialist,2018
FZPAA,KDZXDO,UNICEF,516721,A9,126,Internal,Finance/Budget Officer,2018
FZPRX,ODPZPK,UNICEF,502387,A9,5,External,Partnerships Officer,2017
FZPRF,RFZRPS,UNICEF,520777,A7,1,Internal,Senior Programme Associate,2019
FZPDS,KDPDAO,UNICEF,504665,A16,145,External,Procurement Assistant,2017
FZPDK,KPZZSRXS,UNICEF,515130,A16,70,External,Executive Assistant,2018
FZPDD,RPRPKO,UNICEF,494103,A15,159,Internal,Chief Field Office,2016
FZPPX,FDAROK,UNICEF,519499,A10,108,Internal,Child Protection Specialist,2019
FZPPR,RROKPR,UNICEF,513041,A15,161,Internal,Chief Field Office,2018
FZPPR,RXSSF,UNICEF,515632,A15,160,Internal,Chief Field Office,2018
FXSOS,OXOZOA,UNICEF,496081,A16,107,Internal,Chief Field Office,2016
FXSKR,KPZZZAAX,UNICEF,506949,A10,115,External,Social Policy Specialist,2017
FXSFK,KPZZZFXA,UNICEF,511005,A10,124,External,WASH Specialist,2018
FXSFA,OFDSRO,UNICEF,496432,A16,257,External,Executive Assistant,2017
FXSRS,KPZZSRAA,UNICEF,514411,A16,92,External,Administrative & Finance Assistant,2018
FXSRK,XAXDFO,UNICEF,494666,A7,10,Internal,Senior Operations Associate,2016
FXSRA,ROXDZX,UNICEF,503487,A7,245,Internal,Senior Programme Associate,2017
FXSDP,AOAXPR,UNICEF,496463,A9,387,Internal,Administrative Officer,2016
